movie_title,title_year,genres,gross
Agent Cody Banks,2003,Action|Adventure|Comedy|Crime|Family|Romance|Thriller,47285499
Nanny McPhee,2005,Comedy|Family|Fantasy,47124400
Scarface,1983,Crime|Drama,44700000
Nothing to Lose,1997,Action|Adventure|Comedy|Crime,44455658
The Last Emperor,1987,Biography|Drama|History,43984230
Contraband,2012,Action|Crime|Drama|Thriller,66489425
Money Talks,1997,Action|Comedy|Crime|Thriller,41067398
There Will Be Blood,2007,Drama,40218903
The Wild Thornberrys Movie,2002,Adventure|Animation|Comedy|Family|Fantasy,39880476
Rugrats Go Wild,2003,Adventure|Animation|Comedy|Family|Fantasy|Musical,39399750
Undercover Brother,2002,Action|Comedy,38230435
The Sisterhood of the Traveling Pants,2005,Comedy|Drama|Family|Romance,39008741
Kiss of the Dragon,2001,Action|Crime|Drama|Thriller,36833473
The House Bunny,2008,Comedy|Romance,48237389
Million Dollar Arm,2014,Biography|Drama|Sport,36447959
The Giver,2014,Drama|Romance|Sci-Fi,45089048
What a Girl Wants,2003,Comedy|Drama|Family|Romance,35990505
Jeepers Creepers II,2003,Horror,35143332
Good Luck Chuck,2007,Comedy|Romance,35000629
Cradle 2 the Grave,2003,Action|Crime|Drama|Thriller,34604054
The Hours,2002,Drama|Romance,41597830
She's the Man,2006,Comedy|Romance,33687630
Mr. Bean's Holiday,2007,Comedy|Family,32553210
Anacondas: The Hunt for the Blood Orchid,2004,Action|Adventure|Horror|Thriller,31526393
Blood Ties,2013,Crime|Drama|Thriller,41229
August Rush,2007,Drama|Music,31655091
Elizabeth,1998,Biography|Drama|History,30012990
Bride of Chucky,1998,Comedy|Fantasy|Horror|Romance,32368960
Tora! Tora! Tora!,1970,Action|Drama|History|War,14500000
Spice World,1997,Comedy|Family|Music,29247405
Dance Flick,2009,Action|Comedy|Music,25615792
The Shawshank Redemption,1994,Crime|Drama,28341469
Crocodile Dundee in Los Angeles,2001,Adventure|Comedy|Crime,25590119
Kingpin,1996,Comedy|Sport,24944213
The Gambler,2014,Crime|Drama|Thriller,33631221
August: Osage County,2013,Drama,37738400
A Lot Like Love,2005,Comedy|Drama|Romance,21835784
Eddie the Eagle,2016,Biography|Comedy|Drama|Sport,15785632
He Got Game,1998,Drama|Sport,21554585
Don Juan DeMarco,1994,Comedy|Drama|Romance,22200000
The Losers,2010,Action|Crime|Drama|Mystery|Thriller,23527955
Don't Be Afraid of the Dark,2010,Fantasy|Horror|Thriller,24042490
War,2007,Action|Crime|Thriller,22466994
Punch-Drunk Love,2002,Comedy|Drama|Romance|Thriller,17791031
EuroTrip,2004,Comedy,17718223
Half Past Dead,2002,Action|Crime|Thriller,15361537
Unaccompanied Minors,2006,Adventure|Comedy|Family|Romance,16647384
"Bright Lights, Big City",1988,Drama,16118077
The Adventures of Pinocchio,1996,Adventure|Family|Fantasy|Musical,15091542
The Box,2009,Drama|Fantasy|Mystery|Thriller,15045676
The Ruins,2008,Horror,17427926
The Next Best Thing,2000,Comedy|Drama|Romance,14983572
My Soul to Take,2010,Horror|Mystery|Thriller,14637490
The Girl Next Door,2004,Comedy|Drama|Romance,14589444
Maximum Risk,1996,Action|Crime|Mystery|Romance|Thriller,14095303
Stealing Harvard,2002,Comedy|Crime,13973532
Legend,2015,Biography|Crime|Drama|History|Thriller,1865774
Shark Night 3D,2011,Horror|Thriller,18860403
Angela's Ashes,1999,Drama,13038660
Draft Day,2014,Drama|Sport,28831145
The Conspirator,2010,Crime|Drama|History,11538204
Lords of Dogtown,2005,Biography|Drama|Sport,11008432
The 33,2015,Biography|Drama|History,12188642
Big Trouble in Little China,1986,Action|Adventure|Comedy|Fantasy,11100000
Warrior,2011,Drama|Sport,13651662
Michael Collins,1996,Biography|Drama|Thriller|War,11030963
Gettysburg,1993,Drama|History|War,10769960
Stop-Loss,2008,Drama|War,10911750
Abandon,2002,Drama|Music|Mystery|Romance|Thriller,10719367
Brokedown Palace,1999,Drama|Mystery|Thriller,10114315
The Possession,2012,Horror|Thriller,49122319
Mrs. Winterbourne,1996,Comedy|Drama|Romance,10070000
Straw Dogs,2011,Action|Drama|Thriller,10324441
The Hoax,2006,Comedy|Drama,7156933
Stone Cold,1991,Action|Crime|Drama|Thriller,9286314
The Road,2009,Adventure|Drama,56692
Underclassman,2005,Action|Comedy|Crime|Drama|Thriller,5654777
Say It Isn't So,2001,Comedy|Romance,5516708
The World's Fastest Indian,2005,Biography|Drama|Sport,5128124
Snakes on a Plane,2006,Action|Adventure|Crime|Drama|Thriller,34014398
Tank Girl,1995,Action|Comedy|Sci-Fi,4064333
King's Ransom,2005,Comedy|Crime,4006906
Blindness,2008,Drama|Mystery|Sci-Fi|Thriller,3073392
BloodRayne,2005,Action|Adventure|Fantasy|Horror,1550000
Where the Truth Lies,2005,Crime|Drama|Mystery|Thriller,871527
Without Limits,1998,Biography|Drama|Sport,777423
Me and Orson Welles,2008,Drama,1186957
The Best Offer,2013,Crime|Drama|Mystery|Romance,85433
Bad Lieutenant: Port of Call New Orleans,2009,Crime|Drama,1697956
Little White Lies,2010,Comedy|Drama,183662
Love Ranch,2010,Comedy|Drama|Romance|Sport,134904
The Counselor,2013,Crime|Drama|Thriller,16969390
Dangerous Liaisons,1988,Drama|Romance,34700000
On the Road,2012,Adventure|Drama,717753
Star Trek IV: The Voyage Home,1986,Adventure|Comedy|Sci-Fi,109713132
Rocky Balboa,2006,Drama|Sport,70269171
Point Break,2015,Action|Crime|Sport|Thriller,28772222
Scream 2,1997,Horror|Mystery,101334374
Jane Got a Gun,2016,Action|Drama|Western,1512815
Think Like a Man Too,2014,Comedy|Romance,65182182
The Whole Nine Yards,2000,Comedy|Crime,57262492
Footloose,1984,Drama|Music|Romance,80000000
Old School,2003,Comedy,74608545
The Fisher King,1991,Comedy|Drama|Fantasy,41895491
I Still Know What You Did Last Summer,1998,Horror|Mystery,39989008
Return to Me,2000,Comedy|Drama|Romance,32662299
Zack and Miri Make a Porno,2008,Comedy|Romance,31452765
Nurse Betty,2000,Comedy|Crime|Drama,25167270
The Men Who Stare at Goats,2009,Comedy|War,32416109
Double Take,2001,Action|Comedy|Crime|Thriller,20218
"Girl, Interrupted",1999,Biography|Drama,28871190
Win a Date with Tad Hamilton!,2004,Comedy|Romance,16964743
Muppets from Space,1999,Adventure|Comedy|Family|Fantasy|Music|Sci-Fi,16290976
The Wiz,1978,Adventure|Family|Fantasy|Music|Musical,13000000
Ready to Rumble,2000,Comedy|Sport,12372410
Play It to the Bone,1999,Comedy|Drama|Sport,8427204
I Don't Know How She Does It,2011,Comedy|Romance,9639242
Piranha 3D,2010,Comedy|Horror,25003072
Beyond the Sea,2004,Biography|Drama|Music|Musical,6144806
The Princess and the Cobbler,1993,Action|Adventure|Animation|Comedy|Fantasy,669276
The Bridge of San Luis Rey,2004,Drama|Romance,42880
Faster,2010,Action|Crime|Drama|Thriller,23225911
Howl's Moving Castle,2004,Adventure|Animation|Family|Fantasy,4710455
Zombieland,2009,Adventure|Comedy|Horror|Sci-Fi,75590286
King Kong,2005,Action|Adventure|Drama|Romance,218051260
The Waterboy,1998,Comedy|Sport,161487252
Star Wars: Episode V - The Empire Strikes Back,1980,Action|Adventure|Fantasy|Sci-Fi,290158751
Bad Boys,1995,Action|Comedy|Crime|Drama|Thriller,65807024
The Naked Gun 2½: The Smell of Fear,1991,Comedy|Crime,86930411
Final Destination,2000,Horror|Thriller,53302314
The Ides of March,2011,Drama,40962534
Pitch Black,2000,Horror|Sci-Fi,39235088
Someone Like You...,2001,Comedy|Romance,27338033
Her,2013,Drama|Romance|Sci-Fi,25556065
Eddie the Eagle,2016,Biography|Comedy|Drama|Sport,15785632
Joy Ride,2001,Mystery|Thriller,21973182
The Adventurer: The Curse of the Midas Box,2013,Adventure|Family|Fantasy,4756
Anywhere But Here,1999,Comedy|Drama,18653615
Chasing Liberty,2004,Comedy|Romance,12189514
The Crew,2000,Comedy|Crime,13019253
Haywire,2011,Action|Thriller,18934858
Jaws: The Revenge,1987,Adventure|Horror|Thriller,20763013
Marvin's Room,1996,Drama,12782508
The Longshots,2008,Biography|Comedy|Drama|Family|Sport,11508423
The End of the Affair,1999,Drama|Romance,10660147
Harley Davidson and the Marlboro Man,1991,Action|Crime|Drama|Thriller|Western,7434726
Coco Before Chanel,2009,Biography|Drama,6109075
Chéri,2009,Comedy|Drama|Romance,2708188
Vanity Fair,2004,Drama,16123851
1408,2007,Fantasy|Horror,71975611
Spaceballs,1987,Adventure|Comedy|Sci-Fi,38119483
The Water Diviner,2014,Drama|War,4190530
Ghost,1990,Drama|Fantasy|Romance|Thriller,217631306
There's Something About Mary,1998,Comedy|Romance,176483808
The Santa Clause,1994,Comedy|Drama|Family|Fantasy,144833357
The Rookie,2002,Drama|Family|Sport,75597042
The Game Plan,2007,Comedy|Family|Sport,90636983
The Bridges of Madison County,1995,Drama|Romance,70960517
The Animal,2001,Comedy|Sci-Fi,55762229
The Hundred-Foot Journey,2014,Comedy|Drama,54235441
The Net,1995,Action|Crime|Drama|Mystery|Thriller,50728000
I Am Sam,2001,Drama,40270895
Son of God,2014,Biography|Drama|History,59696176
Underworld,2003,Action|Fantasy|Thriller,51483949
Derailed,2005,Drama|Thriller,36020063
The Informant!,2009,Comedy|Crime|Drama|Thriller,33313582
Shadowlands,1993,Biography|Drama|Romance,25842000
Deuce Bigalow: European Gigolo,2005,Comedy,22264487
Delivery Man,2013,Comedy|Drama,30659817
Victor Frankenstein,2015,Drama|Horror|Sci-Fi|Thriller,5773519
Saving Silverman,2001,Comedy|Crime|Romance,19351569
Diary of a Wimpy Kid: Dog Days,2012,Comedy|Family,49002815
Summer of Sam,1999,Crime|Drama|Romance|Thriller,19283782
Jay and Silent Bob Strike Back,2001,Comedy,30059386
The Island,2005,Action|Adventure|Romance|Sci-Fi|Thriller,35799026
The Glass House,2001,Crime|Drama|Mystery|Thriller,17951431
"Hail, Caesar!",2016,Comedy|Mystery,29997095
Josie and the Pussycats,2001,Comedy|Music,14252830
Homefront,2013,Action|Crime|Drama|Thriller,19783777
The Little Vampire,2000,Adventure|Comedy|Family|Fantasy,13555988
I Heart Huckabees,2004,Comedy,12784713
RoboCop 3,1993,Action|Crime|Sci-Fi|Thriller,10696210
Megiddo: The Omega Code 2,2001,Action|Adventure|Fantasy|Sci-Fi|Thriller,5974653
Darling Lili,1970,Comedy|Drama|Musical|Romance|War,5000000
Dudley Do-Right,1999,Comedy|Family|Romance,9694105
The Transporter Refueled,2015,Action|Crime|Thriller,16027866
Black Book,2006,Drama|Thriller|War,4398392
Joyeux Noel,2005,Drama|History|Music|Romance|War,1050445
Hit and Run,2012,Action|Comedy|Romance,13746550
Mad Money,2008,Comedy|Crime|Thriller,20668843
Before I Go to Sleep,2014,Drama|Mystery|Thriller,2963012
Stone,2010,Drama|Thriller,1796024
Molière,2007,Comedy|History,634277
Out of the Furnace,2013,Crime|Drama|Thriller,11326836
Michael Clayton,2007,Crime|Drama|Mystery|Thriller,49024969
My Fellow Americans,1996,Adventure|Comedy,22294341
Arlington Road,1999,Crime|Drama|Thriller,24362501
To Rome with Love,2012,Comedy|Romance,16684352
Firefox,1982,Action|Adventure|Thriller,46700000
South Park: Bigger Longer & Uncut,1999,Animation|Comedy|Fantasy|Musical,52008288
Death at a Funeral,2007,Comedy,8579684
Teenage Mutant Ninja Turtles III,1993,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,42660000
Hardball,2001,Drama|Sport,40219708
Silver Linings Playbook,2012,Comedy|Drama|Romance,132088910
Freedom Writers,2007,Biography|Crime|Drama,36581633
The Transporter,2002,Action|Crime|Thriller,25296447
Never Back Down,2008,Action|Drama|Sport,24848292
The Rage: Carrie 2,1999,Horror|Sci-Fi|Thriller,17757087
Away We Go,2009,Comedy|Drama|Romance,9430988
Swing Vote,2008,Comedy|Drama,16284360
Moonlight Mile,2002,Drama|Romance,6830957
Tinker Tailor Soldier Spy,2011,Drama|Mystery|Thriller,24104113
Molly,1999,Comedy|Drama|Romance,15593
The Beaver,2011,Drama,958319
The Best Little Whorehouse in Texas,1982,Comedy|Musical,69700000
eXistenZ,1999,Horror|Sci-Fi|Thriller,2840417
Raiders of the Lost Ark,1981,Action|Adventure,242374454
Home Alone 2: Lost in New York,1992,Adventure|Comedy|Family,173585516
Close Encounters of the Third Kind,1977,Drama|Sci-Fi,128300000
Pulse,2006,Drama|Horror|Sci-Fi|Thriller,20259297
Beverly Hills Cop II,1987,Action|Comedy|Crime|Thriller,153665036
Bringing Down the House,2003,Comedy,132541238
The Silence of the Lambs,1991,Crime|Drama|Horror|Thriller,130727000
Wayne's World,1992,Comedy|Music,121697350
Jackass 3D,2010,Action|Comedy|Documentary,117224271
Jaws 2,1978,Adventure|Horror|Thriller,102922376
Beverly Hills Chihuahua,2008,Adventure|Comedy|Drama|Family|Romance,94497271
The Conjuring,2013,Horror|Mystery|Thriller,137387272
Are We There Yet?,2005,Adventure|Comedy|Family|Romance,82301521
Tammy,2014,Comedy,84518155
Disturbia,2007,Drama|Mystery|Thriller,80050171
School of Rock,2003,Comedy|Music,81257845
Mortal Kombat,1995,Action|Adventure|Fantasy|Sci-Fi|Thriller,70360285
Wicker Park,2004,Drama|Mystery|Romance|Thriller,12831121
White Chicks,2004,Comedy|Crime,69148997
The Descendants,2011,Comedy|Drama,82624961
Holes,2003,Adventure|Comedy|Drama|Family|Mystery,67325559
The Last Song,2010,Drama|Family|Music|Romance,62933793
12 Years a Slave,2013,Biography|Drama|History,56667870
Drumline,2002,Comedy|Drama|Music|Romance,56398162
Why Did I Get Married Too?,2010,Comedy|Drama|Romance,60072596
Edward Scissorhands,1990,Fantasy|Romance,56362352
Me Before You,2016,Drama|Romance,56154094
Madea's Witness Protection,2012,Comedy|Crime|Drama,65623128
Date Movie,2006,Comedy|Romance,48546578
Return to Never Land,2002,Adventure|Animation|Family|Fantasy,48423368
Selma,2014,Biography|Drama|History,52066000
The Jungle Book 2,2003,Adventure|Animation|Family|Musical,47887943
Boogeyman,2005,Drama|Horror|Mystery|Thriller,46363118
Premonition,2007,Drama|Mystery|Thriller,47852604
The Tigger Movie,2000,Animation|Comedy|Drama|Family|Musical,45542421
Max,2015,Adventure|Family,42652003
Epic Movie,2007,Adventure|Comedy,39737645
Conan the Barbarian,1982,Adventure|Fantasy,37567440
Spotlight,2015,Biography|Crime|Drama|History,44988180
Lakeview Terrace,2008,Crime|Drama|Thriller,39263506
The Grudge 2,2006,Horror|Thriller,39143839
How Stella Got Her Groove Back,1998,Comedy|Drama|Romance,37672350
Bill & Ted's Bogus Journey,1991,Adventure|Comedy|Fantasy|Music|Sci-Fi,38037513
Man of the Year,2006,Comedy|Drama|Romance|Thriller,37442180
The American,2010,Crime|Drama|Thriller,35596227
Selena,1997,Biography|Drama|Music,35422828
Vampires Suck,2010,Comedy,36658108
Babel,2006,Drama,34300771
This Is Where I Leave You,2014,Comedy|Drama,34290142
Doubt,2008,Drama|Mystery,33422556
Team America: World Police,2004,Action|Comedy,32774834
Texas Chainsaw 3D,2013,Horror|Thriller,34334256
Copycat,1995,Crime|Drama|Mystery|Thriller,32051917
Scary Movie 5,2013,Comedy,32014289
Milk,2008,Biography|Drama|History,31838002
Risen,2016,Action|Adventure|Drama|Mystery,36874745
Ghost Ship,2002,Horror,30079316
A Very Harold & Kumar 3D Christmas,2011,Adventure|Comedy,35033759
Wild Things,1998,Crime|Drama|Mystery|Thriller,29753944
The Debt,2010,Drama|Thriller,31146570
High Fidelity,2000,Comedy|Drama|Music|Romance,27277055
One Missed Call,2008,Horror|Mystery,26876529
Eye for an Eye,1996,Crime|Drama|Thriller,53146000
The Bank Job,2008,Crime|Drama|Romance|Thriller,30028592
Eternal Sunshine of the Spotless Mind,2004,Drama|Fantasy|Romance|Sci-Fi,34126138
You Again,2010,Comedy|Family|Romance,25677801
Street Kings,2008,Action|Crime|Drama|Thriller,26415649
The World's End,2013,Action|Comedy|Sci-Fi,26003149
Nancy Drew,2007,Comedy|Crime|Family|Mystery|Romance|Thriller,25584685
Daybreakers,2009,Action|Horror|Sci-Fi|Thriller,29975979
She's Out of My League,2010,Comedy|Romance,31584722
Monte Carlo,2011,Adventure|Comedy|Family|Romance,23179303
Stay Alive,2006,Horror|Thriller,23078294
Quigley Down Under,1990,Action|Adventure|Drama|Romance|Western,21413105
Alpha and Omega,2010,Adventure|Animation|Comedy|Family|Romance,25077977
The Covenant,2006,Action|Fantasy|Horror|Thriller,23292105
Shorts,2009,Comedy|Family|Fantasy,20916309
To Die For,1995,Comedy|Crime|Drama,21200000
Vampires,1998,Action|Horror|Thriller,20241395
Psycho,1960,Horror|Mystery|Thriller,32000000
My Best Friend's Girl,2008,Comedy|Romance,19151864
Endless Love,2014,Drama|Romance,23393765
Georgia Rule,2007,Comedy|Drama,18882880
Under the Rainbow,1981,Comedy,8500000
Simon Birch,1998,Comedy|Drama|Family,18252684
Reign Over Me,2007,Drama,19661987
Into the Wild,2007,Adventure|Biography|Drama,18352454
School for Scoundrels,2006,Comedy,17803796
Silent Hill: Revelation 3D,2012,Adventure|Drama|Horror|Mystery|Thriller,17529157
From Dusk Till Dawn,1996,Crime|Fantasy|Horror,25753840
Pooh's Heffalump Movie,2005,Animation|Family|Fantasy|Mystery,18081626
Home for the Holidays,1995,Comedy|Drama|Romance,17518220
Kung Fu Hustle,2004,Action|Comedy|Crime|Fantasy,17104669
The Country Bears,2002,Comedy|Family|Music|Musical,16988996
The Kite Runner,2007,Drama,15797907
21 Grams,2003,Drama,16248701
Paparazzi,2004,Action|Crime|Drama|Thriller,15712072
Twilight,2008,Drama|Fantasy|Romance,191449475
A Guy Thing,2003,Comedy|Romance,15408822
Loser,2000,Comedy|Romance,15464026
The Greatest Story Ever Told,1965,Biography|Drama|History,8000000
Disaster Movie,2008,Comedy,14174654
Armored,2009,Action|Crime|Thriller,15988876
The Man Who Knew Too Little,1997,Action|Comedy|Crime|Thriller,13801755
What's Your Number?,2011,Comedy|Romance,13987482
Lockout,2012,Action|Adventure|Sci-Fi|Thriller,14291570
Envy,2004,Comedy,12181484
Crank: High Voltage,2009,Action|Crime|Sci-Fi|Thriller,13630226
Bullets Over Broadway,1994,Comedy|Crime,13383737
One Night with the King,2006,Biography|Drama|History,13391174
The Quiet American,2002,Drama|Mystery|Romance|Thriller|War,12987647
The Weather Man,2005,Comedy|Drama,12469811
Undisputed,2002,Action|Crime|Drama|Sport,12398628
Ghost Town,2008,Comedy|Drama|Fantasy|Romance,13214030
12 Rounds,2009,Action|Crime|Thriller,12232937
Let Me In,2010,Drama|Fantasy|Horror|Mystery,12134420
3 Ninjas Kick Back,1994,Action|Comedy|Family,11784000
Be Kind Rewind,2008,Comedy,11169531
Mrs Henderson Presents,2005,Comedy|Drama|Music|War,11034436
Triple 9,2016,Action|Crime|Drama|Thriller,12626905
Deconstructing Harry,1997,Comedy,10569071
Three to Tango,1999,Comedy|Romance,10544143
Burnt,2015,Comedy|Drama,13650738
We're No Angels,1989,Comedy|Crime,10555348
Everyone Says I Love You,1996,Comedy|Musical|Romance,9714482
Death at a Funeral,2007,Comedy,8579684
Death Sentence,2007,Action|Crime|Thriller,9525276
Everybody's Fine,2009,Adventure|Drama,8855646
Superbabies: Baby Geniuses 2,2004,Comedy|Family|Sci-Fi,9109322
The Man,2005,Action|Comedy|Crime,8326035
Code Name: The Cleaner,2007,Action|Comedy|Crime,8104069
Connie and Carla,2004,Comedy|Crime|Music,8054280
Inherent Vice,2014,Comedy|Crime|Drama|Mystery|Romance,8093318
Doogal,2006,Adventure|Animation|Comedy|Family|Fantasy,7382993
Battle of the Year,2013,Drama|Music,8888355
An American Carol,2008,Comedy|Fantasy,7001720
Machete Kills,2013,Action|Comedy|Crime|Thriller,7268659
Willard,2003,Drama|Horror|Sci-Fi|Thriller,6852144
Strange Wilderness,2008,Adventure|Comedy,6563357
Topsy-Turvy,1999,Biography|Comedy|Drama|History|Music|Musical,6201757
A Dangerous Method,2011,Biography|Drama|Thriller,5702083
A Scanner Darkly,2006,Animation|Drama|Mystery|Sci-Fi|Thriller,5480996
Chasing Mavericks,2012,Biography|Drama|Sport,6002756
Alone in the Dark,2005,Horror|Sci-Fi,5132655
Bandslam,2009,Comedy|Drama|Family|Music|Romance,5205343
Birth,2004,Drama|Mystery|Romance|Thriller,5005883
A Most Violent Year,2014,Action|Crime|Drama|Thriller,5749134
Flash of Genius,2008,Biography|Drama,4234040
I'm Not There.,2007,Biography|Drama|Music,4001121
The Cold Light of Day,2012,Action|Thriller,3749061
The Brothers Bloom,2008,Adventure|Comedy|Drama|Romance,3519627
"Synecdoche, New York",2008,Comedy|Drama|Romance,3081925
Princess Mononoke,1997,Adventure|Animation|Fantasy,2298191
Bon voyage,2003,Comedy|Drama|Mystery|Romance|Thriller|War,2353728
Can't Stop the Music,1980,Biography|Comedy|Musical,2000000
The Proposition,2005,Crime|Drama|Western,1900725
Courage,2015,Biography|Drama|Sport,2246000
Marci X,2003,Comedy|Music,1646664
Equilibrium,2002,Action|Drama|Sci-Fi|Thriller,1190018
The Children of Huang Shi,2008,Drama|War,1027749
The Yards,2000,Crime|Drama|Romance|Thriller,882710
By the Sea,2015,Drama|Romance,531009
Steamboy,2004,Action|Adventure|Animation|Family|Sci-Fi|Thriller,410388
The Game of Their Lives,2005,Drama|History|Sport,375474
Rapa Nui,1994,Action|Adventure|Drama|History|Romance,305070
Dylan Dog: Dead of Night,2010,Action|Comedy|Crime|Fantasy|Horror|Mystery|Sci-Fi|Thriller,1183354
People I Know,2002,Crime|Drama|Mystery,121972
The Tempest,2010,Comedy|Drama|Fantasy|Romance,263365
The Painted Veil,2006,Drama|Romance,8047690
The Baader Meinhof Complex,2008,Action|Biography|Crime|Drama,476270
Dances with Wolves,1990,Adventure|Drama|Western,184208848
Bad Teacher,2011,Comedy,100292856
Sea of Love,1989,Crime|Drama|Mystery|Thriller,58571513
A Cinderella Story,2004,Comedy|Family|Romance,51431160
Scream,1996,Horror|Mystery,103001286
Thir13en Ghosts,2001,Horror,41867960
Back to the Future,1985,Adventure|Comedy|Sci-Fi,210609762
House on Haunted Hill,1999,Horror|Mystery|Thriller,40846082
I Can Do Bad All by Myself,2009,Comedy|Drama,51697449
The Switch,2010,Comedy|Drama|Romance,27758465
Just Married,2003,Comedy|Romance,56127162
The Devil's Double,2011,Biography|Drama|Thriller,1357042
Thomas and the Magic Railroad,2000,Adventure|Comedy|Drama|Family|Fantasy,15911333
The Crazies,2010,Horror|Thriller,39103378
Spirited Away,2001,Adventure|Animation|Family|Fantasy,10049886
The Bounty,1984,Action|Adventure|Drama|History|Romance,8600000
The Book Thief,2013,Drama|War,21483154
Sex Drive,2008,Adventure|Comedy|Romance,8396942
Leap Year,2010,Comedy|Romance,12561
Take Me Home Tonight,2011,Comedy|Drama|Romance,6923891
The Nutcracker,1993,Family|Fantasy|Music,2119994
Kansas City,1996,Crime|Drama|Music|Thriller,1292527
The Amityville Horror,2005,Drama|Horror|Mystery|Thriller,64255243
Adaptation.,2002,Comedy|Drama,22245861
Land of the Dead,2005,Horror,20433940
Fear and Loathing in Las Vegas,1998,Adventure|Comedy|Drama,10562387
The Invention of Lying,2009,Comedy|Fantasy|Romance,18439082
Neighbors,2014,Comedy,150056505
The Mask,1994,Action|Comedy|Crime|Fantasy,119938730
Big,1988,Comedy|Drama|Family|Fantasy|Romance,114968774
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,Comedy,128505958
Legally Blonde,2001,Comedy|Romance,95001351
Star Trek III: The Search for Spock,1984,Action|Adventure|Sci-Fi,76400000
The Exorcism of Emily Rose,2005,Drama|Horror|Thriller,75072454
Deuce Bigalow: Male Gigolo,1999,Comedy|Romance,65535067
Left Behind,2014,Action|Drama|Fantasy|Mystery|Thriller,13998282
The Family Stone,2005,Comedy|Drama|Romance,6061759
Barbershop 2: Back in Business,2004,Comedy|Drama,64955956
Bad Santa,2003,Comedy|Crime|Drama,60057639
Austin Powers: International Man of Mystery,1997,Comedy|Crime,53868030
My Big Fat Greek Wedding 2,2016,Comedy|Family|Romance,59573085
Diary of a Wimpy Kid: Rodrick Rules,2011,Comedy|Family,52691009
Predator,1987,Action|Horror|Sci-Fi,59735548
Amadeus,1984,Biography|Drama|History|Music,51600000
Prom Night,2008,Horror|Mystery,43818159
Mean Girls,2004,Comedy,86049418
Under the Tuscan Sun,2003,Comedy|Drama|Romance,43601508
Gosford Park,2001,Drama|Mystery,41300105
Peggy Sue Got Married,1986,Comedy|Drama|Fantasy|Romance,41382841
Birdman or (The Unexpected Virtue of Ignorance),2014,Comedy|Drama|Romance,42335698
Blue Jasmine,2013,Drama,33404871
United 93,2006,Drama|History|Thriller,31471430
Honey,2003,Drama|Music|Romance,30222640
Glory,1989,Drama|History|War,26830000
Spy Hard,1996,Action|Comedy,26906039
The Fog,1980,Fantasy|Horror,21378000
Soul Surfer,2011,Biography|Drama|Family|Sport,43853424
Observe and Report,2009,Comedy|Crime|Drama,23993605
Conan the Destroyer,1984,Action|Adventure|Fantasy,26400000
Raging Bull,1980,Biography|Drama|Sport,45250
Love Happens,2009,Drama|Romance,22927390
Young Sherlock Holmes,1985,Adventure|Fantasy|Mystery|Thriller,4250320
Fame,2009,Comedy|Drama|Musical|Romance,22452209
127 Hours,2010,Adventure|Biography|Drama|Thriller,18329466
Small Time Crooks,2000,Comedy|Crime,17071230
Center Stage,2000,Drama|Music|Romance,17174870
Love the Coopers,2015,Comedy,26284475
Catch That Kid,2004,Comedy|Crime,16702864
Life as a House,2001,Drama,15561627
Steve Jobs,2015,Biography|Drama,17750583
"I Love You, Beth Cooper",2009,Comedy|Romance,14793904
Youth in Revolt,2009,Comedy|Drama|Romance,15281286
The Legend of the Lone Ranger,1981,Action|Adventure|Western,8000000
The Tailor of Panama,2001,Drama|Thriller,13491653
Getaway,2013,Action|Crime|Thriller,10494494
The Ice Storm,1997,Drama,7837632
And So It Goes,2014,Comedy|Drama|Romance,15155772
Troop Beverly Hills,1989,Adventure|Comedy,8508843
Being Julia,2004,Comedy|Drama|Romance,7739049
9½ Weeks,1986,Drama|Romance,6734844
Dragonslayer,1981,Action|Adventure|Fantasy,6000000
The Last Station,2009,Biography|Drama|Romance,6615578
Ed Wood,1994,Biography|Comedy|Drama,5887457
Labor Day,2013,Drama,13362308
Mongol: The Rise of Genghis Khan,2007,Adventure|Biography|Drama|History|War,5701643
RocknRolla,2008,Action|Crime|Thriller,5694401
Megaforce,1982,Action|Sci-Fi,5333658
Hamlet,1996,Drama,4414535
Midnight Special,2016,Adventure|Drama|Sci-Fi|Thriller,3707794
Anything Else,2003,Comedy|Romance,3203044
The Railway Man,2013,Biography|Drama|Romance|War,4435083
The White Ribbon,2009,Drama|Mystery,2222647
The Wraith,1986,Action|Horror|Romance|Sci-Fi|Thriller,3500000
The Salton Sea,2002,Crime|Drama|Mystery|Thriller,676698
One Man's Hero,1999,Action|Drama|History|Romance|War|Western,229311
Renaissance,2006,Action|Animation|Sci-Fi|Thriller,63260
Superbad,2007,Comedy,121463226
Step Up 2: The Streets,2008,Drama|Music|Musical|Romance,58006147
Hoodwinked!,2005,Action|Animation|Comedy|Crime|Family,51053787
Hotel Rwanda,2004,Drama|History|War,23472900
Hitman,2007,Action|Crime|Drama|Thriller,39687528
Black Nativity,2013,Drama|Family|Music|Musical,7017178
City of Ghosts,2002,Crime|Drama|Thriller,325491
The Others,2001,Fantasy|Horror|Thriller,96471845
Aliens,1986,Action|Adventure|Sci-Fi,85200000
My Fair Lady,1964,Drama|Family|Musical|Romance,72000000
I Know What You Did Last Summer,1997,Horror|Mystery|Thriller,72219395
Let's Be Cops,2014,Comedy,82389560
Sideways,2004,Adventure|Comedy|Drama|Romance,71502303
