movie_title,title_year,genre,gross
Parker,2013,Action,17609982
Wimbledon,2004,Romance,16831505
Furry Vengeance,2010,Family,17596256
Lions for Lambs,2007,Thriller,14998070
Flight of the Intruder,1991,Action,14587732
Walk Hard: The Dewey Cox Story,2007,Comedy,18317151
The Shipping News,2001,Drama,11405825
American Outlaws,2001,Action,13264986
The Young Victoria,2009,History,10991381
Whiteout,2009,Action,10268846
The Tree of Life,2011,Drama,13303319
Knock Off,1998,Action,10076136
Sabotage,2014,Action,10499968
The Order,2003,Mystery,7659747
Punisher: War Zone,2008,Action,7948159
Zoom,2006,Family,11631245
The Walk,2015,Biography,10137502
Warriors of Virtue,1997,Action,6448817
A Good Year,2006,Comedy,7458269
Radio Flyer,1992,Drama,4651977
"Blood In, Blood Out",1993,Drama,4496583
Smilla's Sense of Snow,1997,Thriller,2221994
Femme Fatale,2002,Thriller,6592103
Ride with the Devil,1999,War,630779
The Maze Runner,2014,Thriller,102413606
Unfinished Business,2015,Comedy,10214013
The Age of Innocence,1993,Romance,32000000
The Fountain,2006,Drama,10139254
Chill Factor,1999,Comedy,11227940
Stolen,2012,Thriller,183125
Ponyo,2008,Fantasy,15081783
The Longest Ride,2015,Romance,37432299
The Astronaut's Wife,1999,Sci-Fi,10654581
I Dreamed of Africa,2000,Romance,6543194
Playing for Keeps,2012,Romance,13101142
Mandela: Long Walk to Freedom,2013,Biography,8324748
A Few Good Men,1992,Drama,141340178
Exit Wounds,2001,Drama,51758599
Big Momma's House,2000,Comedy,117559438
The Darkest Hour,2011,Thriller,21426805
Step Up Revolution,2012,Romance,35057332
Snakes on a Plane,2006,Action,34014398
The Watcher,2000,Horror,28927720
The Punisher,2004,Crime,33682273
Goal! The Dream Begins,2005,Romance,4280577
Safe,2012,Crime,17120019
Pushing Tin,1999,Comedy,8406264
Star Wars: Episode VI - Return of the Jedi,1983,Sci-Fi,309125409
Doomsday,2008,Action,10955425
The Reader,2008,Romance,34180954
Elf,2003,Family,173381405
Phenomenon,1996,Fantasy,104632573
Snow Dogs,2002,Comedy,81150692
Scrooged,1988,Drama,60328558
Nacho Libre,2006,Comedy,80197993
Bridesmaids,2011,Romance,169076745
This Is the End,2013,Fantasy,101470202
Stigmata,1999,Horror,50041732
Men of Honor,2000,Biography,48814909
Takers,2010,Crime,57744720
The Big Wedding,2013,Comedy,21784432
"Big Mommas: Like Father, Like Son",2011,Comedy,37911876
Source Code,2011,Mystery,54696902
Alive,1993,Adventure,36733909
The Number 23,2007,Thriller,35063732
The Young and Prodigious T.S. Spivet,2013,Family,99462
Dreamer: Inspired by a True Story,2005,Drama,32701088
A History of Violence,2005,Crime,31493782
Transporter 2,2005,Crime,43095600
The Quick and the Dead,1995,Thriller,18636537
Laws of Attraction,2004,Comedy,17848322
Bringing Out the Dead,1999,Drama,16640210
Repo Men,2010,Thriller,13763130
Dragon Wars: D-War,2007,Horror,10956379
Bogus,1996,Fantasy,4357000
The Incredible Burt Wonderstone,2013,Comedy,22525921
Cats Don't Dance,1997,Fantasy,3562749
Cradle Will Rock,1999,Drama,2899970
The Good German,2006,Thriller,1304837
Apocalypse Now,1979,War,78800000
Going the Distance,2010,Comedy,17797316
Mr. Holland's Opus,1995,Drama,82528097
Criminal,2016,Thriller,14268533
Out of Africa,1985,Romance,87100000
Flight,2012,Thriller,93749203
Moonraker,1979,Sci-Fi,62700000
The Grand Budapest Hotel,2014,Crime,59073773
Hearts in Atlantis,2001,Mystery,24185781
Arachnophobia,1990,Fantasy,53133888
Frequency,2000,Sci-Fi,44983704
Ghostbusters,2016,Fantasy,118099659
Vacation,2015,Comedy,58879132
Get Shorty,1995,Crime,72077000
Chicago,2002,Musical,170684505
Big Daddy,1999,Comedy,163479795
American Pie 2,2001,Comedy,145096820
Toy Story,1995,Comedy,191796233
Speed,1994,Thriller,121248145
The Vow,2012,Drama,125014030
Extraordinary Measures,2010,Drama,11854694
Remember the Titans,2000,Biography,115648585
The Hunt for Red October,1990,Action,122012643
Lee Daniels' The Butler,2013,Biography,116631310
Dodgeball: A True Underdog Story,2004,Comedy,114324072
The Addams Family,1991,Fantasy,113502246
Ace Ventura: When Nature Calls,1995,Comedy,108360000
The Princess Diaries,2001,Comedy,108244774
The First Wives Club,1996,Comedy,105444419
Se7en,1995,Crime,100125340
District 9,2009,Sci-Fi,115646235
The SpongeBob SquarePants Movie,2004,Animation,85416609
Mystic River,2003,Mystery,90135191
Million Dollar Baby,2004,Sport,100422786
Analyze This,1999,Crime,106694016
The Notebook,2004,Drama,64286
27 Dresses,2008,Romance,76806312
Hannah Montana: The Movie,2009,Romance,79566871
Rugrats in Paris: The Movie,2000,Comedy,76501438
The Prince of Tides,1991,Romance,74787599
Legends of the Fall,1994,War,66528842
Up in the Air,2009,Romance,83813460
About Schmidt,2002,Comedy,65010106
Warm Bodies,2013,Romance,66359959
Looper,2012,Crime,66468315
Down to Earth,2001,Comedy,64172251
Babe,1995,Drama,66600000
Hope Springs,2012,Romance,63536011
Forgetting Sarah Marshall,2008,Romance,62877175
Four Brothers,2005,Thriller,74484168
Baby Mama,2008,Comedy,60269340
Hope Floats,1998,Romance,60033780
Bride Wars,2009,Comedy,58715510
Without a Paddle,2004,Adventure,58156435
13 Going on 30,2004,Romance,56044241
Midnight in Paris,2011,Comedy,56816662
The Nut Job,2014,Adventure,64238770
Blow,2001,Drama,52937130
Message in a Bottle,1999,Drama,52799004
Star Trek V: The Final Frontier,1989,Thriller,55210049
Like Mike,2002,Sport,51432423
Naked Gun 33 1/3: The Final Insult,1994,Crime,51109400
A View to a Kill,1985,Adventure,50300000
The Curse of the Were-Rabbit,2005,Mystery,56068547
P.S. I Love You,2007,Drama,53680848
Atonement,2007,Mystery,50921738
Letters to Juliet,2010,Romance,53021560
Black Rain,1989,Action,45645204
Corpse Bride,2005,Romance,53337608
Sicario,2015,Mystery,46875468
Southpaw,2015,Drama,52418902
Drag Me to Hell,2009,Thriller,42057340
The Age of Adaline,2015,Drama,42478175
Secondhand Lions,2003,Drama,41407470
Step Up 3D,2010,Music,42385520
Blue Crush,2002,Romance,40118420
Stranger Than Fiction,2006,Fantasy,40137776
30 Days of Night,2007,Horror,39568996
The Cabin in the Woods,2012,Fantasy,42043633
Meet the Spartans,2008,Comedy,38232624
Midnight Run,1988,Action,38413606
The Running Man,1987,Action,38122105
Little Shop of Horrors,1986,Sci-Fi,38747385
Hanna,2011,Thriller,40247512
Mortal Kombat: Annihilation,1997,Fantasy,35927406
Larry Crowne,2011,Comedy,35565975
Carrie,2013,Horror,35266619
Take the Lead,2006,Music,34703228
Gridiron Gang,2006,Sport,38432823
What's the Worst That Could Happen?,2001,Crime,32095318
9,2009,Mystery,31743332
Side Effects,2013,Crime,32154410
Winnie the Pooh,2011,Animation,26687172
Dumb and Dumberer: When Harry Met Lloyd,2003,Comedy,26096584
Bulworth,1998,Drama,26525834
Get on Up,2014,Biography,30513940
One True Thing,1998,Drama,23209440
Virtuosity,1995,Thriller,24048000
My Super Ex-Girlfriend,2006,Sci-Fi,22526144
Deliver Us from Evil,2014,Thriller,30523568
Sanctum,2011,Adventure,23070045
Little Black Book,2004,Comedy,20422207
The Five-Year Engagement,2012,Romance,28644770
Mr 3000,2004,Drama,21800302
The Next Three Days,2010,Drama,21129348
Ultraviolet,2006,Thriller,18500966
Assault on Precinct 13,2005,Action,19976073
The Replacement Killers,1998,Thriller,18967571
Fled,1996,Romance,17100000
Eight Legged Freaks,2002,Horror,17266505
Love & Other Drugs,2010,Comedy,32357532
88 Minutes,2007,Thriller,16930884
North Country,2005,Drama,18324242
The Whole Ten Yards,2004,Thriller,16323969
Splice,2009,Sci-Fi,16999046
Howard the Duck,1986,Romance,16295774
Pride and Glory,2008,Crime,15709385
The Cave,2005,Thriller,14888028
Alex & Emma,2003,Comedy,14208384
Wicker Park,2004,Thriller,12831121
Fright Night,2011,Horror,18298649
The New World,2005,History,12712093
Wing Commander,1999,Sci-Fi,11576087
In Dreams,1999,Thriller,11900000
Dragonball: Evolution,2009,Thriller,9353573
The Last Stand,2013,Crime,12026670
Godsend,2004,Drama,14334645
Chasing Liberty,2004,Romance,12189514
Hoodwinked Too! Hood vs. Evil,2011,Animation,10134754
An Unfinished Life,2005,Drama,8535575
The Imaginarium of Doctor Parnassus,2009,Fantasy,7689458
Runner Runner,2013,Crime,19316646
Antitrust,2001,Thriller,10965209
Glory,1989,War,26830000
Once Upon a Time in America,1984,Crime,5300000
Dead Man Down,2013,Thriller,10880926
The Merchant of Venice,2004,Drama,3752725
The Good Thief,2002,Crime,3517797
Miss Potter,2006,Biography,2975649
The Promise,2005,Fantasy,668171
DOA: Dead or Alive,2006,Adventure,480314
The Assassination of Jesse James by the Coward Robert Ford,2007,History,3904982
1911,2011,History,127437
Machine Gun Preacher,2011,Biography,537580
Pitch Perfect 2,2015,Comedy,183436380
Walk the Line,2005,Biography,119518352
Keeping the Faith,2000,Drama,37036404
The Borrowers,1997,Family,22359293
Frost/Nixon,2008,Drama,18593156
Serving Sara,2002,Comedy,16930185
The Boss,2016,Comedy,63034755
Cry Freedom,1987,Biography,5899797
Mumford,1999,Drama,4554569
Seed of Chucky,2004,Comedy,17016190
The Jacket,2005,Drama,6301131
Aladdin,1992,Animation,217350219
Straight Outta Compton,2015,Crime,161029270
Indiana Jones and the Temple of Doom,1984,Adventure,179870271
The Rugrats Movie,1998,Drama,100491683
Along Came a Spider,2001,Drama,74058698
Once Upon a Time in Mexico,2003,Thriller,55845943
Die Hard,1988,Action,81350242
Role Models,2008,Comedy,67266300
The Big Short,2015,Biography,70235322
Taking Woodstock,2009,Comedy,7443007
Miracle,2004,Sport,64371181
Dawn of the Dead,2004,Thriller,58885635
The Wedding Planner,2001,Romance,60400856
The Royal Tenenbaums,2001,Comedy,52353636
Identity,2003,Thriller,51475962
Last Vegas,2013,Romance,63910583
For Your Eyes Only,1981,Thriller,62300000
Serendipity,2001,Comedy,49968653
Timecop,1994,Thriller,44450000
Zoolander,2001,Comedy,45162741
Safe Haven,2013,Thriller,71346930
Hocus Pocus,1993,Family,39514713
No Reservations,2007,Romance,43097652
Kick-Ass,2010,Comedy,48043505
30 Minutes or Less,2011,Action,37053924
Dracula 2000,2000,Action,33000377
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,Family,66950483
Pride & Prejudice,2005,Romance,38372662
Blade Runner,1982,Thriller,27000000
Rob Roy,1995,Biography,31600000
3 Days to Kill,2014,Drama,30688364
We Own the Night,2007,Thriller,28563179
Lost Souls,2000,Drama,16779636
Just My Luck,2006,Romance,17324744
"Mystery, Alaska",1999,Comedy,8888143
The Spy Next Door,2010,Action,24268828
A Simple Wish,1997,Fantasy,8119205
Ghosts of Mars,2001,Action,8434601
Our Brand Is Crisis,2015,Comedy,6998324
Pride and Prejudice and Zombies,2016,Romance,10907291
Kundun,1997,Drama,5532301
How to Lose Friends & Alienate People,2008,Drama,2775593
Kick-Ass 2,2013,Comedy,28751715
Brick Mansions,2014,Action,20285518
Octopussy,1983,Adventure,67900000
Knocked Up,2007,Comedy,148734225
My Sister's Keeper,2009,Drama,49185998
"Welcome Home, Roscoe Jenkins",2008,Comedy,42168445
A Passage to India,1984,History,26400000
Notes on a Scandal,2006,Crime,17508670
Rendition,2007,Drama,9664316
Star Trek VI: The Undiscovered Country,1991,Action,74888996
Divine Secrets of the Ya-Ya Sisterhood,2002,Drama,69586544
The Jungle Book,2016,Drama,362645141
Kiss the Girls,1997,Drama,60491560
The Blues Brothers,1980,Crime,54200000
Joyful Noise,2012,Music,30920167
About a Boy,2002,Comedy,40566655
Lake Placid,1999,Action,31768374
Lucky Number Slevin,2006,Mystery,22494487
The Right Stuff,1983,Drama,21500000
Anonymous,2011,Drama,4463292
Dark City,1998,Drama,14337579
The Duchess,2008,Biography,13823741
The Newton Boys,1998,Western,10297897
Case 39,2009,Mystery,13248477
Suspect Zero,2004,Mystery,8712564
Martian Child,2007,Family,7486906
Spy Kids: All the Time in the World in 4D,2011,Comedy,38536376
Money Monster,2016,Thriller,41008532
Formula 51,2001,Thriller,5204007
Flawless,1999,Crime,4485485
Mindhunters,2004,Crime,4476235
What Just Happened,2008,Drama,1089365
The Statement,2003,Thriller,763044
Paul Blart: Mall Cop,2009,Action,20819129
Freaky Friday,2003,Romance,110222438
The 40-Year-Old Virgin,2005,Comedy,109243478
Shakespeare in Love,1998,Drama,100241322
A Walk Among the Tombstones,2014,Mystery,25977365
Kindergarten Cop,1990,Action,91457688
Pineapple Express,2008,Crime,87341380
Ever After: A Cinderella Story,1998,Comedy,65703412
Open Range,2003,Western,58328680
Flatliners,1990,Sci-Fi,61490000
A Bridge Too Far,1977,War,50800000
Red Eye,2005,Mystery,57859105
Final Destination 2,2003,Horror,46455802
"O Brother, Where Art Thou?",2000,Adventure,45506619
Legion,2010,Action,40168080
Pain & Gain,2013,Crime,49874933
In Good Company,2004,Romance,45489752
Clockstoppers,2002,Action,36985501
Silverado,1985,Action,33200000
Brothers,2009,Thriller,28501651
Agent Cody Banks 2: Destination London,2004,Family,23222861
New Year's Eve,2011,Comedy,54540525
Original Sin,2001,Romance,16252765
The Raven,2012,Thriller,16005978
Welcome to Mooseport,2004,Romance,14469428
Highlander: The Final Dimension,1994,Fantasy,13829734
Blood and Wine,1996,Drama,1075288
The Curse of the Jade Scorpion,2001,Comedy,7496522
Flipper,1996,Adventure,20047715
Self/less,2015,Mystery,12276810
The Constant Gardener,2005,Romance,33565375
The Passion of the Christ,2004,Drama,499263
Mrs. Doubtfire,1993,Comedy,219200000
Rain Man,1988,Drama,172825435
Gran Torino,2008,Drama,148085755
W.,2008,Biography,25517500
Taken,2008,Action,145000989
The Best of Me,2014,Romance,26761283
The Bodyguard,1992,Action,121945720
Schindler's List,1993,Biography,96067179
The Help,2011,Drama,169705587
The Fifth Estate,2013,Biography,3254172
Scooby-Doo 2: Monsters Unleashed,2004,Comedy,84185387
Freddy vs. Jason,2003,Thriller,82163317
Jimmy Neutron: Boy Genius,2001,Sci-Fi,80920948
Cloverfield,2008,Adventure,80034302
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,Adventure,78656813
The Untouchables,1987,Thriller,76270454
No Country for Old Men,2007,Drama,74273505
Ride Along,2014,Action,134141530
Bridget Jones's Diary,2001,Comedy,71500556
Chocolat,2000,Romance,71309760
"Legally Blonde 2: Red, White & Blonde",2003,Comedy,89808372
Parental Guidance,2012,Comedy,77264926
No Strings Attached,2011,Comedy,70625986
Tombstone,1993,Romance,56505065
Romeo Must Die,2000,Action,55973336
Final Destination 3,2006,Horror,54098051
The Lucky One,2012,Drama,60443237
Bridge to Terabithia,2007,Family,82234139
Finding Neverland,2004,Family,51676606
A Madea Christmas,2013,Comedy,52528330
The Grey,2011,Thriller,51533608
Hide and Seek,2005,Horror,51097664
Anchorman: The Legend of Ron Burgundy,2004,Comedy,84136909
Goodfellas,1990,Drama,46836394
Agent Cody Banks,2003,Adventure,47285499
Nanny McPhee,2005,Fantasy,47124400
Scarface,1983,Crime,44700000
Nothing to Lose,1997,Adventure,44455658
The Last Emperor,1987,Biography,43984230
Contraband,2012,Drama,66489425
Money Talks,1997,Comedy,41067398
There Will Be Blood,2007,Drama,40218903
The Wild Thornberrys Movie,2002,Animation,39880476
Rugrats Go Wild,2003,Musical,39399750
Undercover Brother,2002,Action,38230435
The Sisterhood of the Traveling Pants,2005,Romance,39008741
Kiss of the Dragon,2001,Crime,36833473
The House Bunny,2008,Romance,48237389
Million Dollar Arm,2014,Sport,36447959
The Giver,2014,Romance,45089048
What a Girl Wants,2003,Drama,35990505
Jeepers Creepers II,2003,Horror,35143332
Good Luck Chuck,2007,Romance,35000629
Cradle 2 the Grave,2003,Crime,34604054
The Hours,2002,Drama,41597830
She's the Man,2006,Romance,33687630
Mr. Bean's Holiday,2007,Family,32553210
Anacondas: The Hunt for the Blood Orchid,2004,Horror,31526393
Blood Ties,2013,Drama,41229
August Rush,2007,Drama,31655091
Elizabeth,1998,History,30012990
Bride of Chucky,1998,Horror,32368960
Tora! Tora! Tora!,1970,Action,14500000
Spice World,1997,Music,29247405
Dance Flick,2009,Music,25615792
The Shawshank Redemption,1994,Crime,28341469
Crocodile Dundee in Los Angeles,2001,Adventure,25590119
Kingpin,1996,Comedy,24944213
The Gambler,2014,Drama,33631221
August: Osage County,2013,Drama,37738400
A Lot Like Love,2005,Romance,21835784
Eddie the Eagle,2016,Drama,15785632
He Got Game,1998,Sport,21554585
Don Juan DeMarco,1994,Romance,22200000
The Losers,2010,Mystery,23527955
Don't Be Afraid of the Dark,2010,Horror,24042490
War,2007,Thriller,22466994
Punch-Drunk Love,2002,Comedy,17791031
EuroTrip,2004,Comedy,17718223
Half Past Dead,2002,Crime,15361537
Unaccompanied Minors,2006,Adventure,16647384
"Bright Lights, Big City",1988,Drama,16118077
The Adventures of Pinocchio,1996,Adventure,15091542
The Box,2009,Thriller,15045676
The Ruins,2008,Horror,17427926
The Next Best Thing,2000,Comedy,14983572
My Soul to Take,2010,Mystery,14637490
The Girl Next Door,2004,Comedy,14589444
Maximum Risk,1996,Romance,14095303
Stealing Harvard,2002,Crime,13973532
Legend,2015,Crime,1865774
Shark Night 3D,2011,Thriller,18860403
Angela's Ashes,1999,Drama,13038660
Draft Day,2014,Sport,28831145
The Conspirator,2010,Crime,11538204
Lords of Dogtown,2005,Sport,11008432
The 33,2015,Drama,12188642
Big Trouble in Little China,1986,Adventure,11100000
Warrior,2011,Sport,13651662
Michael Collins,1996,Biography,11030963
Gettysburg,1993,Drama,10769960
Stop-Loss,2008,War,10911750
Abandon,2002,Mystery,10719367
Brokedown Palace,1999,Mystery,10114315
The Possession,2012,Horror,49122319
Mrs. Winterbourne,1996,Romance,10070000
Straw Dogs,2011,Action,10324441
The Hoax,2006,Drama,7156933
Stone Cold,1991,Thriller,9286314
The Road,2009,Adventure,56692
Underclassman,2005,Thriller,5654777
Say It Isn't So,2001,Comedy,5516708
The World's Fastest Indian,2005,Sport,5128124
Snakes on a Plane,2006,Action,34014398
Tank Girl,1995,Action,4064333
King's Ransom,2005,Crime,4006906
Blindness,2008,Thriller,3073392
BloodRayne,2005,Action,1550000
Where the Truth Lies,2005,Mystery,871527
Without Limits,1998,Sport,777423
Me and Orson Welles,2008,Drama,1186957
The Best Offer,2013,Crime,85433
Bad Lieutenant: Port of Call New Orleans,2009,Crime,1697956
Little White Lies,2010,Comedy,183662
Love Ranch,2010,Sport,134904
The Counselor,2013,Drama,16969390
Dangerous Liaisons,1988,Drama,34700000
On the Road,2012,Adventure,717753
Star Trek IV: The Voyage Home,1986,Sci-Fi,109713132
Rocky Balboa,2006,Drama,70269171
Point Break,2015,Sport,28772222
Scream 2,1997,Horror,101334374
Jane Got a Gun,2016,Drama,1512815
Think Like a Man Too,2014,Comedy,65182182
The Whole Nine Yards,2000,Comedy,57262492
Footloose,1984,Music,80000000
Old School,2003,Comedy,74608545
The Fisher King,1991,Comedy,41895491
I Still Know What You Did Last Summer,1998,Mystery,39989008
Return to Me,2000,Romance,32662299
Zack and Miri Make a Porno,2008,Romance,31452765
Nurse Betty,2000,Comedy,25167270
The Men Who Stare at Goats,2009,War,32416109
Double Take,2001,Crime,20218
"Girl, Interrupted",1999,Biography,28871190
Win a Date with Tad Hamilton!,2004,Comedy,16964743
Muppets from Space,1999,Comedy,16290976
The Wiz,1978,Music,13000000
Ready to Rumble,2000,Sport,12372410
Play It to the Bone,1999,Drama,8427204
I Don't Know How She Does It,2011,Comedy,9639242
Piranha 3D,2010,Horror,25003072
Beyond the Sea,2004,Drama,6144806
The Princess and the Cobbler,1993,Animation,669276
The Bridge of San Luis Rey,2004,Drama,42880
Faster,2010,Crime,23225911
Howl's Moving Castle,2004,Adventure,4710455
Zombieland,2009,Sci-Fi,75590286
King Kong,2005,Drama,218051260
The Waterboy,1998,Comedy,161487252
Star Wars: Episode V - The Empire Strikes Back,1980,Fantasy,290158751
Bad Boys,1995,Crime,65807024
The Naked Gun 2½: The Smell of Fear,1991,Comedy,86930411
Final Destination,2000,Thriller,53302314
The Ides of March,2011,Drama,40962534
Pitch Black,2000,Horror,39235088
Someone Like You...,2001,Romance,27338033
Her,2013,Drama,25556065
Eddie the Eagle,2016,Sport,15785632
Joy Ride,2001,Thriller,21973182
The Adventurer: The Curse of the Midas Box,2013,Fantasy,4756
Anywhere But Here,1999,Drama,18653615
Chasing Liberty,2004,Romance,12189514
The Crew,2000,Crime,13019253
Haywire,2011,Thriller,18934858
Jaws: The Revenge,1987,Horror,20763013
Marvin's Room,1996,Drama,12782508
The Longshots,2008,Family,11508423
The End of the Affair,1999,Drama,10660147
Harley Davidson and the Marlboro Man,1991,Western,7434726
Coco Before Chanel,2009,Biography,6109075
Chéri,2009,Drama,2708188
Vanity Fair,2004,Drama,16123851
1408,2007,Horror,71975611
Spaceballs,1987,Comedy,38119483
The Water Diviner,2014,Drama,4190530
Ghost,1990,Fantasy,217631306
There's Something About Mary,1998,Romance,176483808
The Santa Clause,1994,Fantasy,144833357
The Rookie,2002,Sport,75597042
The Game Plan,2007,Sport,90636983
The Bridges of Madison County,1995,Drama,70960517
The Animal,2001,Comedy,55762229
The Hundred-Foot Journey,2014,Comedy,54235441
The Net,1995,Mystery,50728000
I Am Sam,2001,Drama,40270895
Son of God,2014,History,59696176
Underworld,2003,Fantasy,51483949
Derailed,2005,Drama,36020063
The Informant!,2009,Drama,33313582
Shadowlands,1993,Drama,25842000
Deuce Bigalow: European Gigolo,2005,Comedy,22264487
Delivery Man,2013,Drama,30659817
Victor Frankenstein,2015,Drama,5773519
Saving Silverman,2001,Comedy,19351569
Diary of a Wimpy Kid: Dog Days,2012,Comedy,49002815
Summer of Sam,1999,Thriller,19283782
Jay and Silent Bob Strike Back,2001,Comedy,30059386
The Island,2005,Sci-Fi,35799026
The Glass House,2001,Thriller,17951431
"Hail, Caesar!",2016,Comedy,29997095
Josie and the Pussycats,2001,Comedy,14252830
Homefront,2013,Action,19783777
The Little Vampire,2000,Adventure,13555988
I Heart Huckabees,2004,Comedy,12784713
RoboCop 3,1993,Crime,10696210
Megiddo: The Omega Code 2,2001,Action,5974653
Darling Lili,1970,Drama,5000000
Dudley Do-Right,1999,Romance,9694105
The Transporter Refueled,2015,Thriller,16027866
Black Book,2006,War,4398392
Joyeux Noel,2005,Music,1050445
Hit and Run,2012,Action,13746550
Mad Money,2008,Thriller,20668843
Before I Go to Sleep,2014,Mystery,2963012
Stone,2010,Thriller,1796024
Molière,2007,Comedy,634277
Out of the Furnace,2013,Crime,11326836
Michael Clayton,2007,Thriller,49024969
My Fellow Americans,1996,Comedy,22294341
Arlington Road,1999,Crime,24362501
To Rome with Love,2012,Comedy,16684352
Firefox,1982,Action,46700000
South Park: Bigger Longer & Uncut,1999,Fantasy,52008288
Death at a Funeral,2007,Comedy,8579684
Teenage Mutant Ninja Turtles III,1993,Fantasy,42660000
Hardball,2001,Sport,40219708
Silver Linings Playbook,2012,Romance,132088910
Freedom Writers,2007,Crime,36581633
The Transporter,2002,Action,25296447
Never Back Down,2008,Sport,24848292
The Rage: Carrie 2,1999,Thriller,17757087
Away We Go,2009,Drama,9430988
Swing Vote,2008,Drama,16284360
Moonlight Mile,2002,Romance,6830957
Tinker Tailor Soldier Spy,2011,Drama,24104113
Molly,1999,Drama,15593
The Beaver,2011,Drama,958319
The Best Little Whorehouse in Texas,1982,Comedy,69700000
eXistenZ,1999,Horror,2840417
Raiders of the Lost Ark,1981,Action,242374454
Home Alone 2: Lost in New York,1992,Comedy,173585516
Close Encounters of the Third Kind,1977,Sci-Fi,128300000
Pulse,2006,Thriller,20259297
Beverly Hills Cop II,1987,Comedy,153665036
Bringing Down the House,2003,Comedy,132541238
The Silence of the Lambs,1991,Crime,130727000
Wayne's World,1992,Comedy,121697350
Jackass 3D,2010,Comedy,117224271
Jaws 2,1978,Thriller,102922376
Beverly Hills Chihuahua,2008,Comedy,94497271
The Conjuring,2013,Thriller,137387272
Are We There Yet?,2005,Family,82301521
Tammy,2014,Comedy,84518155
Disturbia,2007,Drama,80050171
School of Rock,2003,Music,81257845
Mortal Kombat,1995,Thriller,70360285
Wicker Park,2004,Drama,12831121
White Chicks,2004,Crime,69148997
The Descendants,2011,Drama,82624961
Holes,2003,Family,67325559
The Last Song,2010,Romance,62933793
12 Years a Slave,2013,Biography,56667870
Drumline,2002,Music,56398162
Why Did I Get Married Too?,2010,Romance,60072596
Edward Scissorhands,1990,Romance,56362352
Me Before You,2016,Romance,56154094
Madea's Witness Protection,2012,Crime,65623128
Date Movie,2006,Romance,48546578
Return to Never Land,2002,Adventure,48423368
Selma,2014,Drama,52066000
The Jungle Book 2,2003,Animation,47887943
Boogeyman,2005,Thriller,46363118
Premonition,2007,Drama,47852604
The Tigger Movie,2000,Drama,45542421
Max,2015,Family,42652003
Epic Movie,2007,Comedy,39737645
Conan the Barbarian,1982,Adventure,37567440
Spotlight,2015,History,44988180
Lakeview Terrace,2008,Crime,39263506
The Grudge 2,2006,Horror,39143839
How Stella Got Her Groove Back,1998,Drama,37672350
Bill & Ted's Bogus Journey,1991,Music,38037513
Man of the Year,2006,Comedy,37442180
The American,2010,Crime,35596227
Selena,1997,Music,35422828
Vampires Suck,2010,Comedy,36658108
Babel,2006,Drama,34300771
This Is Where I Leave You,2014,Comedy,34290142
Doubt,2008,Drama,33422556
Team America: World Police,2004,Comedy,32774834
Texas Chainsaw 3D,2013,Thriller,34334256
Copycat,1995,Drama,32051917
Scary Movie 5,2013,Comedy,32014289
Milk,2008,Drama,31838002
Risen,2016,Mystery,36874745
Ghost Ship,2002,Horror,30079316
A Very Harold & Kumar 3D Christmas,2011,Comedy,35033759
Wild Things,1998,Mystery,29753944
The Debt,2010,Drama,31146570
High Fidelity,2000,Drama,27277055
One Missed Call,2008,Mystery,26876529
Eye for an Eye,1996,Crime,53146000
The Bank Job,2008,Romance,30028592
Eternal Sunshine of the Spotless Mind,2004,Drama,34126138
You Again,2010,Family,25677801
Street Kings,2008,Drama,26415649
The World's End,2013,Comedy,26003149
Nancy Drew,2007,Comedy,25584685
Daybreakers,2009,Thriller,29975979
She's Out of My League,2010,Comedy,31584722
Monte Carlo,2011,Family,23179303
Stay Alive,2006,Thriller,23078294
Quigley Down Under,1990,Drama,21413105
Alpha and Omega,2010,Comedy,25077977
The Covenant,2006,Fantasy,23292105
Shorts,2009,Family,20916309
To Die For,1995,Drama,21200000
Vampires,1998,Action,20241395
Psycho,1960,Mystery,32000000
My Best Friend's Girl,2008,Romance,19151864
Endless Love,2014,Romance,23393765
Georgia Rule,2007,Comedy,18882880
Under the Rainbow,1981,Comedy,8500000
Simon Birch,1998,Drama,18252684
Reign Over Me,2007,Drama,19661987
Into the Wild,2007,Biography,18352454
School for Scoundrels,2006,Comedy,17803796
Silent Hill: Revelation 3D,2012,Horror,17529157
From Dusk Till Dawn,1996,Crime,25753840
Pooh's Heffalump Movie,2005,Animation,18081626
Home for the Holidays,1995,Comedy,17518220
Kung Fu Hustle,2004,Action,17104669
The Country Bears,2002,Family,16988996
The Kite Runner,2007,Drama,15797907
21 Grams,2003,Drama,16248701
Paparazzi,2004,Crime,15712072
Twilight,2008,Romance,191449475
A Guy Thing,2003,Romance,15408822
Loser,2000,Comedy,15464026
The Greatest Story Ever Told,1965,History,8000000
Disaster Movie,2008,Comedy,14174654
Armored,2009,Thriller,15988876
The Man Who Knew Too Little,1997,Thriller,13801755
What's Your Number?,2011,Romance,13987482
Lockout,2012,Thriller,14291570
Envy,2004,Comedy,12181484
Crank: High Voltage,2009,Crime,13630226
Bullets Over Broadway,1994,Crime,13383737
One Night with the King,2006,Drama,13391174
The Quiet American,2002,War,12987647
The Weather Man,2005,Drama,12469811
Undisputed,2002,Action,12398628
